index,index,1. open,2. high,3. low,4. close,5. volume
385,2021-11-01 10:04:00,20.3,20.3,20.3,20.3,148.0
386,2021-11-01 10:03:00,20.31,20.31,20.31,20.31,150.0
387,2021-11-01 10:02:00,20.305,20.305,20.305,20.305,532.0
388,2021-11-01 09:59:00,20.3,20.3,20.3,20.3,316.0
389,2021-11-01 09:57:00,20.3,20.3001,20.3,20.3,1802.0
390,2021-11-01 09:56:00,20.3313,20.3313,20.3313,20.3313,225.0
391,2021-11-01 09:54:00,20.365,20.365,20.365,20.365,275.0
392,2021-11-01 09:51:00,20.31,20.311,20.31,20.311,1005.0
393,2021-11-01 09:50:00,20.33,20.33,20.33,20.33,345.0
394,2021-11-01 09:49:00,20.34,20.34,20.34,20.34,205.0
395,2021-11-01 09:47:00,20.33,20.34,20.33,20.34,205.0
396,2021-11-01 09:45:00,20.35,20.35,20.35,20.35,110.0
397,2021-11-01 09:44:00,20.315,20.36,20.315,20.36,415.0
398,2021-11-01 09:36:00,20.28,20.28,20.28,20.28,301.0
399,2021-11-01 09:35:00,20.45,20.45,20.45,20.45,225.0
400,2021-11-01 09:34:00,20.43,20.43,20.43,20.43,150.0
401,2021-11-01 09:33:00,20.44,20.44,20.44,20.44,185.0
402,2021-11-01 09:31:00,20.28,20.28,20.28,20.28,5005.0
403,2021-11-01 09:07:00,20.41,20.41,20.4,20.4,1600.0
404,2021-11-01 07:26:00,20.32,20.32,20.29,20.29,1168.0
405,2021-11-01 07:12:00,20.43,20.43,20.42,20.42,268.0
406,2021-10-29 16:00:00,20.5465,20.5465,20.5388,20.5388,416.0
407,2021-10-29 15:57:00,20.49,20.49,20.48,20.48,555.0
408,2021-10-29 15:50:00,20.46,20.46,20.46,20.46,1500.0
409,2021-10-29 15:42:00,20.5099,20.5099,20.5099,20.5099,200.0
410,2021-10-29 15:32:00,20.47,20.47,20.46,20.46,755.0
411,2021-10-29 15:30:00,20.49,20.49,20.48,20.48,1849.0
412,2021-10-29 15:27:00,20.489,20.489,20.489,20.489,1286.0
413,2021-10-29 15:24:00,20.4673,20.4673,20.4673,20.4673,244.0
414,2021-10-29 15:18:00,20.4601,20.4601,20.4601,20.4601,100.0
415,2021-10-29 15:14:00,20.48,20.48,20.48,20.48,500.0
